vehicle_id,fuel_type,fuel_consumed,distance_travelled,mileage,average_mileage,deviation,current_mileage,threshold,mileage_drop,fuel_spam_detection_label
VH106675,CNG,19.14,893.1,46.66,47.68,4.28,51.96,38.14,No,0
VH107915,Diesel,40.99,610.39,14.89,18.27,-3.9,14.37,14.62,Yes,1
VH100259,CNG,70.46,648.9,9.21,9.84,-2.0,7.84,7.87,Yes,1
VH102563,Petrol,58.21,106.69,1.83,2.02,-1.61,0.41,1.62,Yes,1
VH107717,Diesel,60.01,269.96,4.5,3.25,-1.78,1.47,2.6,Yes,1
VH101494,Diesel,77.35,115.11,1.49,4.02,-3.22,0.8,3.22,Yes,1
VH105569,CNG,48.04,327.98,6.83,9.24,-7.2,2.04,7.39,Yes,1
VH107094,Diesel,50.09,864.79,17.26,16.5,4.87,21.37,13.2,No,0
VH107040,Diesel,50.63,730.7,14.43,16.26,-6.08,10.18,13.01,Yes,1
VH103559,Diesel,66.6,935.64,14.05,14.93,0.5,15.43,11.94,No,0
VH105389,Diesel,71.67,65.48,0.91,1.88,-3.23,-1.35,1.5,Yes,1
VH108601,CNG,17.48,307.97,17.62,15.92,2.64,18.56,12.74,No,0
VH106508,Petrol,28.49,672.86,23.62,26.61,-5.59,21.02,21.29,Yes,1
VH109769,Diesel,7.09,980.92,138.35,141.69,-0.75,140.94,113.35,No,0
VH105364,Diesel,2.17,151.25,69.7,67.31,8.63,75.94,53.85,No,0
VH104468,Petrol,41.95,412.88,9.84,10.2,-1.52,8.68,8.16,No,0
VH108985,Petrol,31.57,369.08,11.69,12.13,-2.99,9.14,9.7,Yes,1
VH102339,Petrol,43.62,33.71,0.77,3.97,-1.1,2.87,3.18,Yes,1
VH104475,CNG,65.58,93.19,1.42,2.32,-3.82,-1.5,1.86,Yes,1
VH109303,Petrol,16.14,21.07,1.31,2.63,-3.6,-0.97,2.1,Yes,1
VH102022,Diesel,76.85,479.52,6.24,5.16,1.62,6.78,4.13,No,0
VH109555,Diesel,33.75,61.1,1.81,2.64,-1.95,0.69,2.11,Yes,1
VH101066,Petrol,39.95,92.51,2.32,5.01,1.51,6.52,4.01,No,0
VH103240,Diesel,57.39,600.82,10.47,12.42,2.77,15.19,9.94,No,0
VH105279,Petrol,35.57,46.74,1.31,-0.29,4.49,4.2,-0.23,No,0
VH104490,CNG,41.11,933.7,22.71,24.62,3.1,27.72,19.7,No,0
VH103080,CNG,26.48,341.64,12.9,14.07,-6.6,7.47,11.26,Yes,1
VH104351,CNG,29.12,109.42,3.76,3.36,4.68,8.04,2.69,No,0
VH108464,CNG,53.31,216.63,4.06,6.01,-1.84,4.17,4.81,Yes,1
VH104634,Petrol,24.32,418.83,17.22,12.36,2.01,14.37,9.89,No,0
VH109702,CNG,44.19,854.02,19.33,21.53,-5.8,15.73,17.22,Yes,1
VH109467,CNG,72.66,100.16,1.38,1.19,-2.83,-1.64,0.95,Yes,1
VH103570,CNG,32.67,166.97,5.11,6.04,1.67,7.71,4.83,No,0
VH103590,Petrol,68.09,174.44,2.56,4.95,-4.94,0.01,3.96,Yes,1
VH106633,Petrol,71.01,123.29,1.74,1.65,-2.56,-0.91,1.32,Yes,1
VH108824,Petrol,48.72,53.51,1.1,-0.16,-6.62,-6.78,-0.13,Yes,1
VH101603,Petrol,64.95,964.13,14.84,15.87,-4.13,11.74,12.7,Yes,1
VH101360,Diesel,7.06,374.0,52.97,54.19,2.37,56.56,43.35,No,0
VH108030,Petrol,25.78,238.83,9.26,8.9,0.71,9.61,7.12,No,0
VH109054,CNG,19.43,170.67,8.78,5.56,4.88,10.44,4.45,No,0
VH109865,Petrol,5.34,307.46,57.58,58.51,-4.12,54.39,46.81,No,0
VH105321,Diesel,21.75,510.76,23.48,21.33,0.04,21.37,17.06,No,0
VH107324,CNG,17.68,584.09,33.04,34.58,-1.05,33.53,27.66,No,0
VH104329,Diesel,65.15,300.67,4.62,3.26,-1.03,2.23,2.61,Yes,1
VH100109,CNG,77.37,164.13,2.12,3.51,-4.62,-1.11,2.81,Yes,1
VH107954,Diesel,34.82,308.1,8.85,5.68,-4.58,1.1,4.54,Yes,1
VH100938,Diesel,20.64,267.17,12.94,15.68,-2.96,12.72,12.54,No,0
VH100050,CNG,17.41,872.92,50.14,48.16,1.11,49.27,38.53,No,0
VH106604,CNG,31.45,68.07,2.16,2.04,-4.23,-2.19,1.63,Yes,1
VH106700,CNG,12.29,72.81,5.92,7.93,-0.81,7.12,6.34,No,0
VH107670,Petrol,7.6,970.7,127.72,129.5,-3.36,126.14,103.6,No,0
VH101057,CNG,40.24,996.79,24.77,26.92,-6.71,20.21,21.54,Yes,1
VH109489,Diesel,27.61,971.23,35.18,38.36,-4.14,34.22,30.69,No,0
VH102048,CNG,18.0,535.66,29.76,31.35,1.1,32.45,25.08,No,0
VH100878,Petrol,36.95,91.85,2.49,4.25,-2.43,1.82,3.4,Yes,1
VH104321,CNG,71.0,964.53,13.58,11.86,0.38,12.24,9.49,No,0
VH108123,Petrol,45.04,220.49,4.9,8.06,-2.51,5.55,6.45,Yes,1
VH100761,Diesel,75.02,306.74,4.09,2.77,3.15,5.92,2.22,No,0
VH107253,Petrol,43.74,699.52,15.99,20.88,-9.19,11.69,16.7,Yes,1
VH104379,CNG,25.24,739.43,29.3,32.49,-7.58,24.91,25.99,Yes,1
VH103132,Diesel,77.73,422.1,5.43,0.99,3.85,4.84,0.79,No,0
VH104587,Petrol,33.71,905.46,26.86,25.67,-0.24,25.43,20.54,No,0
VH101709,Diesel,72.46,491.62,6.78,7.51,-1.86,5.65,6.01,Yes,1
VH107799,Petrol,35.93,299.37,8.33,4.85,-1.63,3.22,3.88,Yes,1
VH104212,CNG,7.02,649.89,92.58,95.18,-7.88,87.3,76.14,No,0
VH107891,Petrol,42.38,142.06,3.35,5.08,-1.52,3.56,4.06,Yes,1
VH108528,CNG,44.72,339.92,7.6,6.95,-2.1,4.85,5.56,Yes,1
VH104599,CNG,33.08,699.53,21.15,22.36,3.39,25.75,17.89,No,0
VH108651,Diesel,20.85,197.67,9.48,9.81,-3.22,6.59,7.85,Yes,1
VH100579,Diesel,36.25,756.28,20.86,20.28,1.83,22.11,16.22,No,0
VH108808,CNG,24.75,324.06,13.09,12.14,4.75,16.89,9.71,No,0
VH104243,CNG,56.91,636.63,11.19,9.56,3.46,13.02,7.65,No,0
VH101688,Petrol,44.39,553.79,12.48,12.22,-1.32,10.9,9.78,No,0
VH102777,CNG,64.66,32.87,0.51,-0.41,-2.44,-2.85,-0.33,Yes,1
VH106489,Diesel,39.64,127.89,3.23,5.25,-2.32,2.93,4.2,Yes,1
VH106855,Petrol,11.36,898.16,79.06,83.1,0.89,83.99,66.48,No,0
VH100797,CNG,78.24,882.74,11.28,11.69,-4.76,6.93,9.35,Yes,1
VH100920,Petrol,10.54,892.2,84.65,83.51,-1.88,81.63,66.81,No,0
VH106522,Petrol,18.87,214.56,11.37,14.57,-5.33,9.24,11.66,Yes,1
VH106769,Petrol,3.73,504.54,135.27,135.45,-2.33,133.12,108.36,No,0
VH101019,Petrol,8.98,968.93,107.9,106.72,-0.4,106.32,85.38,No,0
VH109845,CNG,63.36,366.07,5.78,6.23,-2.49,3.74,4.98,Yes,1
VH107824,CNG,74.79,167.59,2.24,1.59,-8.89,-7.3,1.27,Yes,1
VH100826,CNG,51.71,311.77,6.03,3.96,-2.25,1.71,3.17,Yes,1
VH108421,CNG,19.17,90.54,4.72,7.66,-2.57,5.09,6.13,Yes,1
VH106478,Petrol,26.53,40.57,1.53,1.85,-3.65,-1.8,1.48,Yes,1
VH100853,CNG,69.38,906.08,13.06,13.59,1.56,15.15,10.87,No,0
VH109042,CNG,50.89,998.0,19.61,18.94,1.32,20.26,15.15,No,0
VH108688,Diesel,24.69,76.18,3.09,2.09,-1.74,0.35,1.67,Yes,1
VH102131,Petrol,37.95,238.52,6.29,6.39,-2.68,3.71,5.11,Yes,1
VH108516,Diesel,38.43,594.19,15.46,17.28,-4.88,12.4,13.82,Yes,1
VH102383,Diesel,45.77,510.98,11.16,11.6,-3.52,8.08,9.28,Yes,1
VH106058,CNG,15.03,849.31,56.51,57.05,1.65,58.7,45.64,No,0
VH108340,CNG,66.96,73.86,1.1,2.39,-1.08,1.31,1.91,Yes,1
VH103222,Diesel,9.61,835.09,86.9,88.19,0.71,88.9,70.55,No,0
VH105408,CNG,49.59,712.25,14.36,14.93,-0.46,14.47,11.94,No,0
VH109048,CNG,73.08,450.08,6.16,2.56,4.79,7.35,2.05,No,0
VH103210,Petrol,15.57,297.0,19.08,17.31,-3.06,14.25,13.85,No,0
VH102758,Diesel,71.56,137.38,1.92,0.95,-1.9,-0.95,0.76,Yes,1
VH107385,Petrol,18.04,207.12,11.48,11.33,-2.28,9.05,9.06,Yes,1
VH101908,Diesel,68.42,899.66,13.15,13.96,-1.11,12.85,11.17,No,0
VH105755,Petrol,52.43,178.89,3.41,8.39,-6.57,1.82,6.71,Yes,1
VH106014,Diesel,70.25,212.49,3.02,0.43,-0.63,-0.2,0.34,Yes,1
VH104271,Diesel,42.71,991.55,23.22,22.79,-0.13,22.66,18.23,No,0
VH109767,CNG,78.56,692.68,8.82,11.08,-3.37,7.71,8.86,Yes,1
VH102202,CNG,42.44,430.15,10.14,6.93,2.92,9.85,5.54,No,0
VH107485,CNG,18.5,656.83,35.5,33.65,5.89,39.54,26.92,No,0
VH100209,Petrol,16.09,106.75,6.63,5.52,0.04,5.56,4.42,No,0
VH104392,Diesel,20.36,144.0,7.07,8.38,-3.25,5.13,6.7,Yes,1
VH104151,Diesel,40.78,721.26,17.69,13.81,4.21,18.02,11.05,No,0
VH105033,Diesel,71.82,397.95,5.54,5.25,-1.52,3.73,4.2,Yes,1
VH104695,CNG,45.06,219.65,4.87,7.12,-5.66,1.46,5.7,Yes,1
VH104413,Diesel,10.61,380.63,35.87,37.05,-1.56,35.49,29.64,No,0
VH102571,Petrol,44.3,990.14,22.35,22.6,1.24,23.84,18.08,No,0
VH106086,Diesel,72.58,994.17,13.7,18.63,-5.72,12.91,14.9,Yes,1
VH103656,Petrol,43.9,842.39,19.19,17.95,7.11,25.06,14.36,No,0
VH105594,Diesel,69.06,103.93,1.5,0.25,1.2,1.45,0.2,No,0
VH107789,Diesel,30.02,928.12,30.92,30.46,3.48,33.94,24.37,No,0
VH106158,CNG,53.69,996.89,18.57,15.56,2.43,17.99,12.45,No,0
VH108019,Diesel,78.22,658.1,8.41,11.49,-4.18,7.31,9.19,Yes,1
VH100532,Petrol,55.95,913.02,16.32,16.33,-10.61,5.72,13.06,Yes,1
VH106977,Petrol,73.53,261.16,3.55,8.52,-4.34,4.18,6.82,Yes,1
VH102310,Diesel,77.42,592.36,7.65,9.96,-4.34,5.62,7.97,Yes,1
VH106430,CNG,17.04,921.88,54.1,56.84,3.51,60.35,45.47,No,0
VH106198,Diesel,40.07,728.2,18.17,19.8,-6.11,13.69,15.84,Yes,1
VH101951,CNG,38.95,101.5,2.61,5.46,-6.08,-0.62,4.37,Yes,1
VH106898,CNG,55.96,119.73,2.14,-1.84,3.36,1.52,-1.47,No,0
VH105972,CNG,21.24,266.29,12.54,8.69,3.36,12.05,6.95,No,0
VH102357,CNG,75.77,243.25,3.21,0.62,8.0,8.62,0.5,No,0
VH107916,Diesel,32.23,976.13,30.29,31.11,-2.02,29.09,24.89,No,0
VH109747,CNG,44.97,767.57,17.07,18.55,1.46,20.01,14.84,No,0
VH106196,Diesel,67.15,874.31,13.02,15.93,-7.9,8.03,12.74,Yes,1
VH101868,Petrol,47.09,229.45,4.87,6.8,-7.75,-0.95,5.44,Yes,1
VH101629,Diesel,56.56,286.17,5.06,5.4,-4.36,1.04,4.32,Yes,1
VH104381,CNG,25.45,32.47,1.28,-0.94,4.07,3.13,-0.75,No,0
VH102082,Petrol,35.76,120.98,3.38,6.89,-1.69,5.2,5.51,Yes,1
VH105566,Petrol,68.32,687.01,10.06,11.74,-1.29,10.45,9.39,No,0
VH105567,Diesel,35.86,352.85,9.84,13.24,-3.28,9.96,10.59,Yes,1
VH103140,Diesel,11.38,354.72,31.17,28.68,4.22,32.9,22.94,No,0
VH104287,Petrol,65.98,252.45,3.83,3.35,-3.03,0.32,2.68,Yes,1
VH109718,CNG,16.82,551.87,32.81,30.21,2.19,32.4,24.17,No,0
VH104274,Petrol,58.12,408.62,7.03,5.33,4.95,10.28,4.26,No,0
VH105993,CNG,39.46,52.68,1.34,1.02,-4.7,-3.68,0.82,Yes,1
VH103055,Petrol,33.02,674.05,20.41,17.67,6.22,23.89,14.14,No,0
VH106199,Diesel,75.41,105.07,1.39,4.26,-7.15,-2.89,3.41,Yes,1
VH100093,Diesel,11.2,412.14,36.8,41.32,-4.57,36.75,33.06,No,0
VH106648,Petrol,3.29,948.82,288.4,287.38,3.63,291.01,229.9,No,0
VH108887,Petrol,3.05,142.53,46.73,47.6,-5.24,42.36,38.08,No,0
VH106843,Petrol,54.31,309.7,5.7,6.28,-1.68,4.6,5.02,Yes,1
VH106113,CNG,35.82,92.18,2.57,1.27,3.61,4.88,1.02,No,0
VH107807,Diesel,27.25,304.85,11.19,9.51,3.68,13.19,7.61,No,0
VH102836,Diesel,49.24,72.58,1.47,3.08,-1.17,1.91,2.46,Yes,1
VH108115,Petrol,42.72,94.47,2.21,3.9,-6.32,-2.42,3.12,Yes,1
VH103126,Diesel,11.9,692.93,58.23,62.55,-0.07,62.48,50.04,No,0
VH100000,CNG,32.7,509.68,15.59,16.43,-5.25,11.18,13.14,Yes,1
VH104326,Petrol,60.9,33.49,0.55,0.96,-5.26,-4.3,0.77,Yes,1
VH108523,Petrol,68.88,110.55,1.6,0.72,2.03,2.75,0.58,No,0
VH108434,CNG,32.52,428.49,13.18,13.89,-3.79,10.1,11.11,Yes,1
VH100337,CNG,46.53,283.01,6.08,5.18,-3.83,1.35,4.14,Yes,1
VH106618,CNG,73.59,35.43,0.48,-0.4,-0.92,-1.32,-0.32,Yes,1
VH102563,Petrol,58.21,106.69,1.83,2.02,-1.61,0.41,1.62,Yes,1
VH108906,CNG,73.9,535.35,7.24,7.51,1.27,8.78,6.01,No,0
VH108739,Diesel,69.95,825.08,11.8,10.16,-2.5,7.66,8.13,Yes,1
VH100743,Petrol,79.35,673.42,8.49,8.53,-1.23,7.3,6.82,No,0
VH107332,Diesel,70.83,425.01,6.0,5.12,2.13,7.25,4.1,No,0
VH105276,Petrol,50.65,279.06,5.51,5.09,-1.17,3.92,4.07,Yes,1
VH101335,Diesel,60.09,970.89,16.16,16.37,-4.78,11.59,13.1,Yes,1
VH100414,CNG,5.84,698.15,119.55,119.75,3.0,122.75,95.8,No,0
VH102602,Diesel,47.26,141.68,3.0,2.76,-3.52,-0.76,2.21,Yes,1
VH104658,CNG,52.05,872.07,16.75,16.42,3.9,20.32,13.14,No,0
VH108811,Petrol,2.72,525.66,193.26,193.04,6.32,199.36,154.43,No,0
VH108221,CNG,78.59,354.86,4.52,4.58,-2.19,2.39,3.66,Yes,1
VH107088,CNG,49.75,501.81,10.09,12.06,-3.88,8.18,9.65,Yes,1
VH102745,Diesel,48.76,65.11,1.34,1.21,-2.09,-0.88,0.97,Yes,1
VH104955,CNG,29.26,996.56,34.06,31.61,11.03,42.64,25.29,No,0
VH102453,CNG,49.11,116.89,2.38,0.11,-1.3,-1.19,0.09,Yes,1
VH100554,Petrol,67.13,361.89,5.39,2.84,-0.59,2.25,2.27,Yes,1
VH106240,Petrol,20.02,838.54,41.89,44.53,-1.49,43.04,35.62,No,0
VH102924,Diesel,75.35,380.34,5.05,8.67,-5.48,3.19,6.94,Yes,1
VH103752,Petrol,21.61,309.03,14.3,18.55,-6.54,12.01,14.84,Yes,1
VH101902,Petrol,4.95,460.11,92.95,95.34,0.74,96.08,76.27,No,0
VH101313,Petrol,23.02,258.79,11.24,12.01,-2.45,9.56,9.61,Yes,1
VH103939,CNG,26.44,458.55,17.34,16.92,1.65,18.57,13.54,No,0
VH103724,CNG,69.53,30.0,0.43,0.63,5.13,5.76,0.5,No,0
VH106445,Diesel,66.87,314.44,4.7,4.97,-3.95,1.02,3.98,Yes,1
VH106715,CNG,33.41,222.63,6.66,7.5,-1.96,5.54,6.0,Yes,1
VH106897,Diesel,71.87,60.65,0.84,1.29,-1.99,-0.7,1.03,Yes,1
VH105349,Petrol,40.03,539.61,13.48,12.27,3.27,15.54,9.82,No,0
VH105985,CNG,18.68,96.94,5.19,4.65,-1.04,3.61,3.72,Yes,1
VH106664,CNG,62.98,77.72,1.23,3.64,-1.29,2.35,2.91,Yes,1
VH107255,Diesel,48.47,67.05,1.38,1.89,-3.19,-1.3,1.51,Yes,1
VH103893,Petrol,40.52,551.35,13.61,15.0,-3.31,11.69,12.0,Yes,1
VH105151,Diesel,20.74,74.77,3.61,6.24,-3.08,3.16,4.99,Yes,1
VH104011,CNG,30.62,726.84,23.74,26.88,-2.79,24.09,21.5,No,0
VH102746,Petrol,15.36,987.04,64.26,67.78,-0.4,67.38,54.22,No,0
VH101665,Diesel,61.03,174.57,2.86,4.02,-3.07,0.95,3.22,Yes,1
VH103880,Diesel,47.64,24.97,0.52,-0.93,0.92,-0.01,-0.74,No,0
VH104142,Diesel,77.01,689.07,8.95,9.42,-3.57,5.85,7.54,Yes,1
VH107280,Diesel,40.05,568.64,14.2,13.4,0.46,13.86,10.72,No,0
VH108869,Petrol,37.89,277.98,7.34,4.97,-4.51,0.46,3.98,Yes,1
VH104624,Petrol,32.14,202.38,6.3,5.41,-0.56,4.85,4.33,No,0
VH100911,Petrol,74.27,760.6,10.24,10.95,-6.04,4.91,8.76,Yes,1
VH109852,CNG,60.44,528.39,8.74,9.6,-0.21,9.39,7.68,No,0
VH105846,Diesel,47.82,814.91,17.04,17.54,-5.74,11.8,14.03,Yes,1
VH101586,Petrol,38.71,179.66,4.64,4.32,-1.86,2.46,3.46,Yes,1
VH106302,CNG,44.78,822.9,18.38,16.88,-5.19,11.69,13.5,Yes,1
VH105846,Diesel,47.82,814.91,17.04,17.54,-5.74,11.8,14.03,Yes,1
VH109712,Diesel,44.94,567.89,12.64,11.36,3.22,14.58,9.09,No,0
VH108737,CNG,66.57,799.65,12.01,12.68,5.21,17.89,10.14,No,0
VH101678,Diesel,45.31,48.29,1.07,5.45,-3.11,2.34,4.36,Yes,1
VH103928,Petrol,11.63,48.07,4.13,3.17,-3.15,0.02,2.54,Yes,1
VH101001,CNG,15.45,20.32,1.32,1.74,-1.67,0.07,1.39,Yes,1
VH104577,CNG,59.94,93.13,1.55,1.85,-1.0,0.85,1.48,Yes,1
VH109705,Petrol,41.47,433.35,10.45,9.05,-3.78,5.27,7.24,Yes,1
VH104325,Petrol,75.5,946.39,12.53,12.84,-1.94,10.9,10.27,No,0
VH104850,Petrol,52.38,404.51,7.72,6.49,-1.48,5.01,5.19,Yes,1
VH108058,Petrol,66.03,232.66,3.52,7.08,-5.84,1.24,5.66,Yes,1
VH101570,Diesel,45.84,338.12,7.38,6.26,1.0,7.26,5.01,No,0
VH100830,Petrol,79.71,736.15,9.24,10.88,-3.5,7.38,8.7,Yes,1
VH107202,Diesel,12.18,143.45,11.78,13.16,-2.81,10.35,10.53,Yes,1
VH108441,Petrol,60.32,830.5,13.77,13.78,-3.26,10.52,11.02,Yes,1
VH107931,CNG,65.76,85.11,1.29,-0.02,-4.22,-4.24,-0.02,Yes,1
VH108335,Petrol,60.02,956.59,15.94,16.59,3.56,20.15,13.27,No,0
VH104495,Petrol,38.21,257.46,6.74,6.98,1.19,8.17,5.58,No,0
VH103203,Petrol,31.43,822.98,26.18,28.43,-6.97,21.46,22.74,Yes,1
VH105369,Diesel,49.29,387.56,7.86,7.29,2.54,9.83,5.83,No,0
VH106218,Petrol,35.49,907.47,25.57,25.76,-2.74,23.02,20.61,No,0
VH104662,CNG,22.48,23.3,1.04,2.64,-1.66,0.98,2.11,Yes,1
VH109285,CNG,55.77,425.72,7.63,9.18,-2.4,6.78,7.34,Yes,1
VH103465,Diesel,21.71,814.2,37.5,38.82,1.19,40.01,31.06,No,0
VH107942,Diesel,3.43,315.48,91.98,91.83,-1.6,90.23,73.46,No,0
VH103975,CNG,45.24,883.55,19.53,18.01,-8.79,9.22,14.41,Yes,1
VH104767,CNG,61.35,118.31,1.93,-0.03,4.7,4.67,-0.02,No,0
VH100681,Petrol,40.56,29.29,0.72,0.89,-2.5,-1.61,0.71,Yes,1
VH101373,Diesel,73.15,431.83,5.9,8.64,-2.37,6.27,6.91,Yes,1
VH109499,Diesel,37.19,698.67,18.79,18.49,-4.14,14.35,14.79,Yes,1
VH104324,Diesel,16.22,239.86,14.79,14.12,-2.72,11.4,11.3,No,0
VH102777,CNG,64.66,32.87,0.51,-0.41,-2.44,-2.85,-0.33,Yes,1
VH109242,Diesel,68.4,422.53,6.18,6.95,-5.24,1.71,5.56,Yes,1
VH102833,Petrol,70.37,482.21,6.85,11.54,-4.13,7.41,9.23,Yes,1
VH107133,Diesel,10.86,388.19,35.74,33.43,0.8,34.23,26.74,No,0
VH108699,Diesel,12.07,220.58,18.28,18.98,-5.15,13.83,15.18,Yes,1
VH101725,Diesel,8.99,818.14,91.01,94.09,-3.02,91.07,75.27,No,0
VH108328,Petrol,27.44,638.37,23.26,22.12,2.43,24.55,17.7,No,0
VH103909,Petrol,78.94,264.77,3.35,1.44,-0.45,0.99,1.15,Yes,1
VH106472,CNG,79.89,655.66,8.21,8.53,-3.39,5.14,6.82,Yes,1
VH103288,Diesel,7.81,832.08,106.54,105.76,-0.32,105.44,84.61,No,0
VH102278,Petrol,61.15,138.63,2.27,-0.53,-4.85,-5.38,-0.42,Yes,1
VH100621,Diesel,73.07,845.74,11.57,11.34,3.51,14.85,9.07,No,0
VH107794,Petrol,34.26,849.35,24.79,31.05,-7.49,23.56,24.84,Yes,1
VH105504,CNG,64.11,437.79,6.83,6.02,-5.22,0.8,4.82,Yes,1
VH108231,Diesel,35.72,202.89,5.68,3.35,1.62,4.97,2.68,No,0
VH109184,Diesel,45.83,390.25,8.52,8.83,2.46,11.29,7.06,No,0
VH106259,Diesel,23.42,979.65,41.83,41.86,-0.13,41.73,33.49,No,0
VH102198,Diesel,74.73,115.98,1.55,1.87,-0.62,1.25,1.5,Yes,1
VH107959,Petrol,79.86,317.89,3.98,-0.44,2.9,2.46,-0.35,No,0
VH109927,Petrol,37.72,513.48,13.61,12.34,-3.07,9.27,9.87,Yes,1
VH105342,Petrol,13.08,452.57,34.6,33.27,1.23,34.5,26.62,No,0
VH100758,Petrol,36.15,134.7,3.73,4.63,-2.1,2.53,3.7,Yes,1
VH108270,CNG,15.1,520.87,34.49,36.07,-1.6,34.47,28.86,No,0
VH109306,Diesel,13.38,112.31,8.39,12.1,-3.48,8.62,9.68,Yes,1
VH109081,Diesel,64.45,149.27,2.32,2.51,-1.17,1.34,2.01,Yes,1
VH108817,CNG,40.09,314.24,7.84,6.47,0.28,6.75,5.18,No,0
VH104988,CNG,4.61,251.91,54.64,53.41,1.14,54.55,42.73,No,0
VH107707,CNG,64.19,379.22,5.91,5.94,-0.75,5.19,4.75,No,0
VH102233,CNG,44.42,765.99,17.24,15.33,0.08,15.41,12.26,No,0
VH101030,CNG,50.6,470.63,9.3,10.76,-4.85,5.91,8.61,Yes,1
VH102327,CNG,59.58,284.24,4.77,4.94,0.72,5.66,3.95,No,0
VH105770,CNG,38.85,162.01,4.17,3.52,-4.82,-1.3,2.82,Yes,1
VH100804,Diesel,31.51,446.26,14.16,16.44,-11.02,5.42,13.15,Yes,1
VH105601,Petrol,18.25,329.29,18.04,21.49,-5.73,15.76,17.19,Yes,1
VH109073,Diesel,74.65,81.15,1.09,0.31,-2.15,-1.84,0.25,Yes,1
VH102661,Diesel,50.47,459.13,9.1,10.11,2.52,12.63,8.09,No,0
VH102366,Diesel,40.47,732.55,18.1,17.35,2.26,19.61,13.88,No,0
VH109686,CNG,28.94,463.3,16.01,18.28,2.38,20.66,14.62,No,0
VH104314,Petrol,45.31,393.91,8.69,10.98,-6.74,4.24,8.78,Yes,1
VH103806,Diesel,34.36,986.1,28.7,29.46,-1.95,27.51,23.57,No,0
VH109655,Diesel,67.22,192.51,2.86,0.38,-0.27,0.11,0.3,Yes,1
VH103730,Diesel,15.73,850.58,54.07,52.54,-2.63,49.91,42.03,No,0
VH104452,Petrol,13.42,451.23,33.62,34.72,-2.52,32.2,27.78,No,0
VH104453,Diesel,16.74,404.6,24.17,25.36,-5.4,19.96,20.29,Yes,1
VH108488,CNG,20.51,741.62,36.16,34.35,3.79,38.14,27.48,No,0
VH107864,CNG,42.67,125.97,2.95,4.11,-4.05,0.06,3.29,Yes,1
VH106186,Petrol,9.07,518.02,57.11,59.22,1.26,60.48,47.38,No,0
VH109615,Petrol,71.05,593.55,8.35,9.03,-4.08,4.95,7.22,Yes,1
VH107302,Petrol,28.87,499.03,17.29,15.22,6.69,21.91,12.18,No,0
VH102385,Diesel,27.38,776.47,28.36,29.65,-6.34,23.31,23.72,Yes,1
VH100802,Petrol,23.19,577.35,24.9,27.67,-0.48,27.19,22.14,No,0
VH102955,Petrol,43.33,760.13,17.54,11.78,4.06,15.84,9.42,No,0
VH105752,CNG,45.51,306.34,6.73,7.73,-5.21,2.52,6.18,Yes,1
VH100109,CNG,77.37,164.13,2.12,3.51,-4.62,-1.11,2.81,Yes,1
VH109507,Petrol,30.2,807.34,26.73,24.05,3.06,27.11,19.24,No,0
VH104142,Diesel,77.01,689.07,8.95,9.42,-3.57,5.85,7.54,Yes,1
VH100659,Diesel,51.01,388.84,7.62,8.53,2.94,11.47,6.82,No,0
VH105267,Petrol,33.04,366.98,11.11,13.88,-1.8,12.08,11.1,No,0
VH108242,Diesel,13.57,513.9,37.87,37.06,1.15,38.21,29.65,No,0
VH102227,Petrol,10.58,802.16,75.82,75.64,-0.36,75.28,60.51,No,0
VH107582,Petrol,61.01,108.56,1.78,0.64,-0.94,-0.3,0.51,Yes,1
VH105643,CNG,75.72,136.71,1.81,2.28,-1.37,0.91,1.82,Yes,1
VH104617,Petrol,75.22,303.05,4.03,1.39,1.95,3.34,1.11,No,0
VH105762,CNG,56.99,480.26,8.43,7.16,-1.5,5.66,5.73,Yes,1
VH104577,CNG,59.94,93.13,1.55,1.85,-1.0,0.85,1.48,Yes,1
VH108651,Diesel,20.85,197.67,9.48,9.81,-3.22,6.59,7.85,Yes,1
VH103515,Petrol,21.67,387.79,17.9,23.79,-6.74,17.05,19.03,Yes,1
VH105346,Diesel,40.07,397.4,9.92,11.7,-3.25,8.45,9.36,Yes,1
VH103039,CNG,77.9,669.0,8.59,6.2,5.72,11.92,4.96,No,0
VH104117,CNG,78.91,196.45,2.49,2.36,-1.27,1.09,1.89,Yes,1
VH103181,CNG,13.93,125.43,9.0,9.19,3.77,12.96,7.35,No,0
VH103834,CNG,75.6,550.64,7.28,10.0,-2.39,7.61,8.0,Yes,1
VH105638,Petrol,60.56,870.47,14.37,17.33,-6.26,11.07,13.86,Yes,1
VH109002,Petrol,52.85,74.59,1.41,-1.04,-1.18,-2.22,-0.83,Yes,1
VH106512,Diesel,68.68,187.49,2.73,3.42,-2.02,1.4,2.74,Yes,1
VH101997,Petrol,73.1,667.97,9.14,4.65,3.51,8.16,3.72,No,0
VH108896,Diesel,48.55,614.67,12.66,13.83,0.47,14.3,11.06,No,0
VH109099,Diesel,71.81,255.51,3.56,4.33,-1.09,3.24,3.46,Yes,1
VH102453,CNG,49.11,116.89,2.38,0.11,-1.3,-1.19,0.09,Yes,1
VH109453,Diesel,77.76,416.03,5.35,8.7,0.59,9.29,6.96,No,0
VH105893,CNG,30.14,919.69,30.51,30.02,3.16,33.18,24.02,No,0
VH108507,Diesel,64.11,699.32,10.91,10.8,-8.13,2.67,8.64,Yes,1
